profile_para,mle,CI_low
beta_naught22,0.20129129129129128,0.0659159159159159
0.99,0.99,0.99
12934.818878589,12934.818878589007,12934.818878589007
0.000941690895416226,9.416908954162257e-4,9.416908954162257e-4
0.0772721875291536,0.0772721875291536,0.0772721875291536
0.0772779253557133,0.07727792535571326,0.07727792535571326
beta_naught23,0.99,0.01
0.99,0.99,0.99
343908.930208477,343908.93020847725,343908.93020847725
0.00212984284670565,0.0021298428467056494,0.0021298428467056494
0.901228630910242,0.901228630910242,0.901228630910242
0.901231147599161,0.901231147599161,0.901231147599161
beta_naught24,0.2778078078078078,0.24543543543543542
0.320970970970971,0.32097097097097094,0.32097097097097094
4077.65062684723,4077.65062684723,4077.65062684723
0.000525844403030117,5.258444030301172e-4,5.258444030301172e-4
0.0242229403742459,0.024222940374245876,0.024222940374245876
0.024228647356187,0.024228647356187037,0.024228647356187037
beta_naught25,0.5426726726726726,0.4936236236236236
0.622132132132132,0.6221321321321321,0.6221321321321321
4908.03097548628,4908.030975486276,4908.030975486276
0.000677972105038476,6.779721050384755e-4,6.779721050384755e-4
0.0342647354967531,0.03426473549675313,0.03426473549675313
0.0342714421178576,0.034271442117857605,0.034271442117857605
beta_naught26,0.577007007007007,0.47008008008008006
0.704534534534535,0.7045345345345345,0.7045345345345345
6273.66933400252,6273.669334002519,6273.669334002519
0.000953719744983498,9.537197449834975e-4,9.537197449834975e-4
0.0544981803431745,0.05449818034317453,0.05449818034317453
0.0545065247660236,0.05450652476602361,0.05450652476602361
beta_naught27,0.526976976976977,0.48479479479479476
0.600550550550551,0.6005505505505505,0.6005505505505505
3013.5385034379,3013.5385034378983,3013.5385034378983
0.000874529217387805,8.745292173878054e-4,8.745292173878054e-4
0.0346290961426176,0.03462909614261764,0.03462909614261764
0.034640137138971,0.03464013713897104,0.03464013713897104
beta_naught28,0.4867567567567567,0.4690990990990991
0.503433433433433,0.5034334334334334,0.5034334334334334
967.21624760291,967.2162476029098,967.2162476029098
0.000531082697357095,5.310826973570955e-4,5.310826973570955e-4
0.0119058170324913,0.011905817032491309,0.011905817032491309
0.0119176561471873,0.011917656147187343,0.011917656147187343
beta_naught3,0.3749249249249249,0.34549549549549546
0.408278278278278,0.4082782782782783,0.4082782782782783
3045.73117034584,3045.7311703458395,3045.7311703458395
0.000642624932453595,6.426249324535949e-4,6.426249324535949e-4
0.0255819284104046,0.025581928410404596,0.025581928410404596
0.0255899985931785,0.025589998593178485,0.025589998593178485
beta_naught4,0.3611911911911912,0.34647647647647645
0.373943943943944,0.3739439439439439,0.3739439439439439
1026.95927628912,1026.9592762891216,1026.9592762891216
0.000465383804921414,4.653838049214139e-4,4.653838049214139e-4
0.0107509853874084,0.010750985387408403,0.010750985387408403
0.0107610533353456,0.010761053335345576,0.010761053335345576
beta_naught5,0.24837837837837837,0.21992992992992993
0.278788788788789,0.27878878878878877,0.27878878878878877
2765.5689639026,2765.5689639026,2765.5689639026
0.00056609658041373,5.660965804137302e-4,5.660965804137302e-4
0.0214733014159274,0.02147330141592738,0.02147330141592738
0.0214807620683631,0.021480762068363052,0.021480762068363052
beta_naught6,0.5524824824824824,0.5063763763763763
0.623113113113113,0.6231131131131131,0.6231131131131131
3812.61111580001,3812.6111158000126,3812.6111158000126
0.000591722240749257,5.91722240749257e-4,5.91722240749257e-4
0.026356432901007,0.026356432901006966,0.026356432901006966
0.0263630743745012,0.02636307437450116,0.02636307437450116
beta_naught7,0.45046046046046045,0.42397397397397396
0.474984984984985,0.474984984984985,0.474984984984985
1091.32268632612,1091.3226863261184,1091.3226863261184
0.000519654361369471,5.196543613694708e-4,5.196543613694708e-4
0.0123758648761237,0.01237586487612373,0.01237586487612373
0.0123867700425641,0.012386770042564095,0.012386770042564095
beta_naught8,0.6172272272272272,0.5534634634634634
0.656466466466466,0.6564664664664664,0.6564664664664664
4360.72424812138,4360.724248121376,4360.724248121376
0.000653745535064967,6.537455350649674e-4,6.537455350649674e-4
0.0311429170473403,0.031142917047340273,0.031142917047340273
0.0311497779356793,0.031149777935679333,0.031149777935679333
beta_naught9,0.17088088088088088,0.01
0.706496496496496,0.7064964964964965,0.7064964964964965
46589.7976083406,46589.79760834063,46589.79760834063
0.0011967166542532,0.0011967166542531963,0.0011967166542531963
0.186378023287935,0.1863780232879349,0.1863780232879349
0.186381865253754,0.18638186525375416,0.18638186525375416
